EN,EM,Description,Composition strategy,Attribute
delicate china,⚠️📦🍽️,"[':warning:', ':package:', ':fork_and_knife_with_plate:']",Metaphorical,STRENGTH
delicate china,❌💪🏻🇨🇳☕️,"[':cross_mark:', ':flexed_biceps_light_skin_tone:', ':China:', ':hot_beverage:', '']",Metaphorical,STRENGTH
delicate china,💪🇨🇳,"[':flexed_biceps:', ':China:']",Direct,STRENGTH
delicate china,🇨🇳😁👍,"[':China:', ':beaming_face_with_smiling_eyes:', ':thumbs_up:']",Direct,STRENGTH
delicate china,🫖🍽️🇨🇳,"[':teapot:', ':fork_and_knife_with_plate:', ':China:']",Semantic list,STRENGTH
delicate china,🍽️🙌,"[':fork_and_knife_with_plate:', ':raising_hands:']",Metaphorical,STRENGTH
delicate china,🤔🇨🇳,"[':thinking_face:', ':China:']",Direct,STRENGTH
delicate wing,🛑🐝,"[':stop_sign:', ':honeybee:']",Metaphorical,STRENGTH
delicate wing,⚠️📦🐣,"[':warning:', ':package:', ':hatching_chick:']",Metaphorical,STRENGTH
delicate wing,❌💪🏻🦋,"[':cross_mark:', ':flexed_biceps_light_skin_tone:', ':butterfly:']",Direct,STRENGTH
delicate wing,🐣💸,"[':hatching_chick:', ':money_with_wings:']",Metaphorical,STRENGTH
delicate wing,🌬️🪡🚣,"[':wind_face:', ':sewing_needle:', ':person_rowing_boat:']",Metaphorical,STRENGTH
delicate wing,🦅🕊️,"[':eagle:', ':dove:']",Semantic list,STRENGTH
delicate wing,🦋,[':butterfly:'],Single,STRENGTH
delicate wing,🤔🕊,"[':thinking_face:', ':dove:']",Metaphorical,STRENGTH
delicate negotiation,❕💬,"[':white_exclamation_mark:', ':speech_balloon:']",Direct,DIFFICULTY
delicate negotiation,⚠️📦🗣️💬,"[':warning:', ':package:', ':speaking_head:', ':speech_balloon:']",Direct,DIFFICULTY
delicate negotiation,🧘🕊☮️🗣,"[':person_in_lotus_position:', ':dove:', ':peace_symbol:', ':speaking_head:']",Metaphorical,DIFFICULTY
delicate negotiation,‼️🗣️,"[':double_exclamation_mark:', ':speaking_head:']",Direct,DIFFICULTY
delicate negotiation,🗣️😃,"[':speaking_head:', ':grinning_face_with_big_eyes:']",Metaphorical,DIFFICULTY
delicate negotiation,🤝🕊️☮️,"[':handshake:', ':dove:', ':peace_symbol:']",Metaphorical,DIFFICULTY
delicate negotiation,🙋🧏‍♂️🙎‍♂️🙋‍♂️🧏🙎,"[':person_raising_hand:', ':deaf_man:', ':man_pouting:', ':man_raising_hand:', ':deaf_person:', ':person_pouting:']",Metaphorical,DIFFICULTY
delicate negotiation,🤔👥,"[':thinking_face:', ':busts_in_silhouette:']",Metaphorical,DIFFICULTY
delicate flavor,💞🍜,"[':revolving_hearts:', ':steaming_bowl:']",Metaphorical,STRENGTH
delicate flavor,⚠️📦😋,"[':warning:', ':package:', ':face_savoring_food:']",Metaphorical,STRENGTH
delicate flavor,❌🌶👅,"[':cross_mark:', ':hot_pepper:', ':tongue:']",Direct,STRENGTH
delicate flavor,😈😝,"[':smiling_face_with_horns:', ':squinting_face_with_tongue:']",Metaphorical,STRENGTH
delicate flavor,😝😋,"[':squinting_face_with_tongue:', ':face_savoring_food:']",Metaphorical,STRENGTH
delicate flavor,😋👍,"[':face_savoring_food:', ':thumbs_up:']",Metaphorical,STRENGTH
delicate flavor,👅 🤔,"[':tongue:', ':thinking_face:']",Metaphorical,STRENGTH
delicate flavor,😋🤔,"[':face_savoring_food:', ':thinking_face:']",Metaphorical,STRENGTH
fresh bread,😀🍞,"[':grinning_face:', ':bread:']",Metaphorical,FRESHNESS
fresh bread,🎛️⏰🍞♨️,"[':control_knobs:', ':alarm_clock:', ':bread:', ':hot_springs:']",Metaphorical,FRESHNESS
fresh bread,🆕🍞,"[':NEW_button:', ':bread:']",Direct,FRESHNESS
fresh bread,✨🍞,"[':sparkles:', ':bread:']",Metaphorical,FRESHNESS
fresh bread,🍞⏲️♨️,"[':bread:', ':timer_clock:', ':hot_springs:']",Metaphorical,FRESHNESS
fresh bread,🧼🍞,"[':soap:', ':bread:']",Direct,FRESHNESS
fresh bread,👨‍🍳⌛🍞,"[':man_cook:', ':hourglass_done:', ':bread:']",Metaphorical,FRESHNESS
fresh bread,🧑‍🍳🍞,"[':cook:', ':bread:']",Metaphorical,FRESHNESS
fresh bread,😋🍞,"[':face_savoring_food:', ':bread:']",Metaphorical,FRESHNESS
fresh scent,🌬👃👌😌,"[':wind_face:', ':nose:', ':OK_hand:', ':relieved_face:']",Metaphorical,FRESHNESS
fresh scent,💨👃😃,"[':dashing_away:', ':nose:', ':grinning_face_with_big_eyes:']",Metaphorical,FRESHNESS
fresh scent,🆕👃,"[':NEW_button:', ':nose:']",Direct,FRESHNESS
fresh scent,✨💨😍,"[':sparkles:', ':dashing_away:', ':smiling_face_with_heart-eyes:']",Metaphorical,FRESHNESS
fresh scent,🍊🍋👃,"[':tangerine:', ':lemon:', ':nose:']",Metaphorical,FRESHNESS
fresh scent,🧼👃💨,"[':soap:', ':nose:', ':dashing_away:']",Direct,FRESHNESS
fresh scent,👦🚿🧼🌺,"[':boy:', ':shower:', ':soap:', ':hibiscus:']",Semantic list,FRESHNESS
fresh scent,🌬️,[':wind_face:'],Single,FRESHNESS
fresh scent,😋👃,"[':face_savoring_food:', ':nose:']",Metaphorical,FRESHNESS
fresh lettuce,🥬,[':leafy_green:'],Single,FRESHNESS
fresh lettuce,👩‍🌾🥬,"[':woman_farmer:', ':leafy_green:']",Metaphorical,FRESHNESS
fresh lettuce,🆕🥬,"[':NEW_button:', ':leafy_green:']",Direct,FRESHNESS
fresh lettuce,✨🥬,"[':sparkles:', ':leafy_green:']",Metaphorical,FRESHNESS
fresh lettuce,👨‍🌾🥬,"[':man_farmer:', ':leafy_green:']",Metaphorical,FRESHNESS
fresh lettuce,🧼🥬,"[':soap:', ':leafy_green:']",Direct,FRESHNESS
fresh lettuce,🍃🥬🍃,"[':leaf_fluttering_in_wind:', ':leafy_green:', ':leaf_fluttering_in_wind:']",Metaphorical,FRESHNESS
fresh lettuce,🧑‍🌾 🥬🥬,"[':farmer:', ':leafy_green:', ':leafy_green:']",Metaphorical,FRESHNESS
fresh lettuce,😋🥬,"[':face_savoring_food:', ':leafy_green:']",Metaphorical,FRESHNESS
fresh air,🌬😮‍💨,"[':wind_face:', ':face_exhaling:']",Metaphorical,PURITY
fresh air,🌍👍💨✖️🚬,"[':globe_showing_Europe-Africa:', ':thumbs_up:', ':dashing_away:', ':multiply:', ':cigarette:']",Metaphorical,PURITY
fresh air,🆕✈️,"[':NEW_button:', ':airplane:']",Direct,PURITY
fresh air,🌬️✨,"[':wind_face:', ':sparkles:']",Metaphorical,PURITY
fresh air,💨👃🚭,"[':dashing_away:', ':nose:', ':no_smoking:']",Metaphorical,PURITY
fresh air,🧼💨,"[':soap:', ':dashing_away:']",Direct,PURITY
fresh air,☀️⛰️💨🍃🍃,"[':sun:', ':mountain:', ':dashing_away:', ':leaf_fluttering_in_wind:', ':leaf_fluttering_in_wind:']",Metaphorical,PURITY
fresh air,🌬️,[':wind_face:'],Single,PURITY
fresh air,😋🌪️,"[':face_savoring_food:', ':tornado:']",Direct,PURITY
sound explanation,🗣🧏‍♀️,"[':speaking_head:', ':deaf_woman:']",Metaphorical,REASONABLENESS
sound explanation,🤔🧠🔊🗣️☺️👍,"[':thinking_face:', ':brain:', ':speaker_high_volume:', ':speaking_head:', ':smiling_face:', ':thumbs_up:']",Metaphorical,REASONABLENESS
sound explanation,👍🗣️,"[':thumbs_up:', ':speaking_head:']",Direct,REASONABLENESS
sound explanation,🗣️👂👍,"[':speaking_head:', ':ear:', ':thumbs_up:']",Metaphorical,REASONABLENESS
sound explanation,🤔 🧠🗣️ 🙂🆗,"[':thinking_face:', ':brain:', ':speaking_head:', ':slightly_smiling_face:', ':OK_button:']",Metaphorical,REASONABLENESS
sound explanation,🔈🗣,"[':speaker_low_volume:', ':speaking_head:']",Direct,REASONABLENESS
sound explanation,🧑‍🏫🗣️,"[':teacher:', ':speaking_head:']",Metaphorical,REASONABLENESS
sound explanation,🙋🧏‍♀️👍,"[':person_raising_hand:', ':deaf_woman:', ':thumbs_up:']",Metaphorical,REASONABLENESS
sound explanation,👂🗣️,"[':ear:', ':speaking_head:']",Metaphorical,REASONABLENESS
sound approach,🧐,[':face_with_monocle:'],Single,REASONABLENESS
sound approach,🧠🔊🚶,"[':brain:', ':speaker_high_volume:', ':person_walking:']",Direct,REASONABLENESS
sound approach,👍⏩,"[':thumbs_up:', ':fast-forward_button:']",Metaphorical,REASONABLENESS
sound approach,💯💡,"[':hundred_points:', ':light_bulb:']",Direct,REASONABLENESS
sound approach,🔊🚶,"[':speaker_high_volume:', ':person_walking:']",Direct,REASONABLENESS
sound approach,🔈➡️⤵️,"[':speaker_low_volume:', ':right_arrow:', ':right_arrow_curving_down:']",Direct,REASONABLENESS
sound approach,👦🔍📝,"[':boy:', ':magnifying_glass_tilted_left:', ':memo:']",Metaphorical,REASONABLENESS
sound approach,👍✍️📑,"[':thumbs_up:', ':writing_hand:', ':bookmark_tabs:']",Direct,REASONABLENESS
sound approach,👂📋,"[':ear:', ':clipboard:']",Direct,REASONABLENESS
sound thrashing,😵‍💫,[':face_with_spiral_eyes:'],Single,COMPLETENESS
sound thrashing,🔊👊,"[':speaker_high_volume:', ':oncoming_fist:']",Direct,COMPLETENESS
sound thrashing,👍🗑️,"[':thumbs_up:', ':wastebasket:']",Direct,COMPLETENESS
sound thrashing,🗣️🗑️,"[':speaking_head:', ':wastebasket:']",Direct,COMPLETENESS
sound thrashing,🔊🥊,"[':speaker_high_volume:', ':boxing_glove:']",Direct,COMPLETENESS
sound thrashing,🔈🗑🚮,"[':speaker_low_volume:', ':wastebasket:', ':litter_in_bin_sign:']",Direct,COMPLETENESS
sound thrashing,😡🧹😭,"[':pouting_face:', ':broom:', ':loudly_crying_face:']",Metaphorical,COMPLETENESS
sound thrashing,🔊🙅,"[':speaker_high_volume:', ':person_gesturing_NO:']",Direct,COMPLETENESS
sound thrashing,👂🗑️,"[':ear:', ':wastebasket:']",Direct,COMPLETENESS
sound advice,🤔,[':thinking_face:'],Single,REASONABLENESS
sound advice,🔊🗣️,"[':speaker_high_volume:', ':speaking_head:']",Direct,REASONABLENESS
sound advice,👍🗣️,"[':thumbs_up:', ':speaking_head:']",Direct,REASONABLENESS
sound advice,🗣️🧏‍♂️💯,"[':speaking_head:', ':deaf_man:', ':hundred_points:']",Direct,REASONABLENESS
sound advice,🔊🗣️,"[':speaker_high_volume:', ':speaking_head:']",Direct,REASONABLENESS
sound advice,👍🏻🎙🗣,"[':thumbs_up_light_skin_tone:', ':studio_microphone:', ':speaking_head:']",Direct,REASONABLENESS
sound advice,👦🗣️👩🤔👍,"[':boy:', ':speaking_head:', ':woman:', ':thinking_face:', ':thumbs_up:']",Metaphorical,REASONABLENESS
sound advice,👍🧏‍♀️,"[':thumbs_up:', ':deaf_woman:']",Metaphorical,REASONABLENESS
sound advice,👂💬,"[':ear:', ':speech_balloon:']",Metaphorical,REASONABLENESS
